m_bene,s_bene,genere,regione,provincia,comune,indirizzo,ufficio,distretto,procedura,fascicolo_tipo,categoria,sottocategoria,tipologia,destinatario,fine,utilizzo,decreto_numero,decreto_anno,decreto_data
A-CS-322303,A-CS-40296-S,aziende,Calabria,Cosenza,Cassano all'Ionio,"Contrada Bruscate Piccola, snc",Tribunale,Cosenza,10/2008,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,30795,2018,05/07/2018
A-CS-322892,A-CS-55081-S,aziende,Calabria,Cosenza,Cassano all'Ionio,fraz. Sibari c\da Tre Ponti,Tribunale,Cosenza,12/2009,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44875,2019,24/10/2019
A-CS-322901,A-CS-55769-S,aziende,Calabria,Cosenza,Altomonte,c\da Serragiumenta,Tribunale,Cosenza,12/2009,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,34993,2018,26/07/2018
A-CS-323006,A-CS-43254-S,aziende,Calabria,Cosenza,Belvedere Marittimo,Via Europa snc,Tribunale,Cosenza,60/2013,Prevenzione,Società in accomandita semplice,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48002,2019,13/11/2019
A-CS-323008,A-CS-43573-S,aziende,Calabria,Cosenza,Belvedere Marittimo,Via Europa,Tribunale,Cosenza,60/2013,Prevenzione,Società in accomandita semplice,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48003,2019,13/11/2019
A-CS-323010,A-CS-43589-S,aziende,Calabria,Cosenza,Belvedere Marittimo,Via Europa,Tribunale,Cosenza,60/2013,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48004,2019,13/11/2019
A-CS-323011,A-CS-43592-S,aziende,Calabria,Cosenza,Belvedere Marittimo,Via Europa,Tribunale,Cosenza,60/2013,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48005,2019,13/11/2019
A-CS-323012,A-CS-43596-S,aziende,Calabria,Cosenza,Belvedere Marittimo,Via Europa,Tribunale,Cosenza,60/2013,Prevenzione,Società in accomandita semplice,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48006,2019,13/11/2019
A-CS-323013,A-CS-43035-S,aziende,Calabria,Cosenza,Paola,"Via Cavour, 11",Tribunale,Cosenza,59/2013,Prevenzione,Società in accomandita semplice,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,48007,2019,13/11/2019
A-CS-323014,A-CS-43037-S,aziende,Calabria,Cosenza,Belvedere Marittimo,Via Europa,Tribunale,Cosenza,59/2013,Prevenzione,Società in accomandita semplice,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,12193,2021,02/03/2021
A-CS-332857,A-CS-41689-S,aziende,Calabria,Cosenza,Praia a Mare,Loc. Fiuzzi n. 6,Procura della Repubblica,Catanzaro,332/2010,Penale,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44370,2019,22/10/2019
A-CS-335183,A-CS-68466-S,aziende,Calabria,Cosenza,Cassano all'Ionio,CONTRADA BRUSCATA PICCOLA S.N.C.,Procura della Repubblica,Catanzaro,340/2006,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,30795,2018,05/07/2018
A-CS-335184,A-CS-68467-S,aziende,Calabria,Cosenza,Cassano all'Ionio,CONTRADA BRUSCATA PICCOLA S.N.C.,Procura della Repubblica,Catanzaro,340/2006,Penale,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,30791,2018,04/07/2018
A-CS-335385,A-CS-68654-S,aziende,Calabria,Cosenza,Santa Domenica Talao,C.DA PIANO DEL FICO N. 39,Procura della Repubblica,Catanzaro,4193/2013,Penale,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42188,2019,09/11/2019
A-CS-335885,A-CS-44151-S,aziende,Calabria,Cosenza,Amantea,Via Margherita n. 88,Tribunale,Cosenza,35/2012,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42912,2019,14/10/2019
A-CS-335905,A-CS-44576-S,aziende,Calabria,Cosenza,Amantea,AMANTEA,Tribunale,Cosenza,35/2012,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42914,2019,14/10/2019
A-CS-335906,A-CS-44697-S,aziende,Calabria,Cosenza,Amantea,Stomboli n. 225/C,Tribunale,Cosenza,35/2012,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41145,2019,02/10/2019
A-CS-335907,A-CS-44699-S,aziende,Calabria,Cosenza,Amantea,Stomboli n. 225/C,Tribunale,Cosenza,35/2012,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42924,2019,14/10/2019
A-CS-336632,A-CS-68655-S,aziende,Calabria,Cosenza,Santa Domenica Talao,contra Piana del Fico 39,Procura della Repubblica,Catanzaro,4193/2013,Penale,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42190,2019,09/10/2019
A-CS-336633,A-CS-68656-S,aziende,Calabria,Cosenza,Santa Domenica Talao,Via Gafaro n.6,Procura della Repubblica,Catanzaro,4193/2013,Penale,Società a responsabilità limitata,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42191,2019,09/10/2019
A-CS-336634,A-CS-68658-S,aziende,Calabria,Cosenza,Santa Domenica Talao,via della Torre nr. 3,Procura della Repubblica,Catanzaro,4193/2013,Penale,Società a responsabilità limitata,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42189,2019,09/10/2019
A-CS-337390,A-CS-17767-S,aziende,Calabria,Cosenza,Cetraro,"VIA NAZIONALE, 72",Procura della Repubblica,Catanzaro,1472/2002,Penale,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,30904,2018,05/07/2018
A-CS-69836,,aziende,Calabria,Cosenza,Mangone,"LOCALITA' PIANO LAGO,",Tribunale,COSENZA,1/2000,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,150,2006,12/10/2006
A-CT-125164,A-CT-38150-S,aziende,Sicilia,Catania,Catania,"VIA PITTORESCA,1,",Tribunale,CATANIA,2/1997,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,12,2006,03/02/2006
A-CT-129258,A-CT-30716-S,aziende,Sicilia,Catania,Catania,"C/DA TORRE ALLEGRA SS 114 KM 107,",Tribunale,CATANIA,43/1989,Prevenzione,Società a responsabilità limitata,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,10,1985,26/12/1985
A-CT-138738,A-CT-25712-S,aziende,Sicilia,Catania,Caltagirone,"VIA DOMENICO TEMPIO, 1,",Tribunale,CATANIA,287/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,187,2007,18/07/2007
A-CT-142443,A-CT-25716-S,aziende,Sicilia,Catania,Caltagirone,"CONTRADA BALCHINO S.N.,",Tribunale,CATANIA,287/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,187,2007,18/07/2007
A-CT-146540,,aziende,Sicilia,Catania,Acireale,"VIALE DELLA LIBERTÀ,10,",Corte d'Appello,CATANIA,2/2002,,Società in accomandita semplice,"Trasporti, magazzinaggio e comunicazioni",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,124,2007,02/05/2007
A-CT-148104,A-CT-31300-S,aziende,Sicilia,Catania,Catania,"VIA O. SCAMACCA, 29,",Tribunale,CATANIA,5/1999,Penale,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,22,1995,28/09/1995
A-CT-157814,,aziende,Sicilia,Catania,San Pietro Clarenza,"VIA UMBERTO,301,",Tribunale,CATANIA,5/1993,,Società a responsabilità limitata,Attività manifatturiere,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,7,1994,24/03/1994
A-CT-157862,,aziende,Sicilia,Catania,Catania,"VIA ETNEA 105,",Tribunale,CATANIA,5/1993,,Società in nome collettivo,Attività manifatturiere,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,8,1994,24/03/1994
A-CT-158026,,aziende,Sicilia,Catania,Catania,"C.SO DELLE PROVINCIE 203,",Tribunale,CATANIA,1/1987,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,159,2004,14/06/2004
A-CT-164522,,aziende,Sicilia,Catania,Catania,"CORSO T. CAMPAILLA, 24,",Tribunale,CATANIA,9/1987,,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,5,1987,23/12/1987
A-CT-178072,A-CT-32310-S,aziende,Sicilia,Catania,Paternò,"VIA ARNO,85,",Tribunale,CATANIA,12/2004,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,275,2009,30/06/2009
A-CT-178076,A-CT-32311-S,aziende,Sicilia,Catania,Catania,"VIA RAFFINERIA, 52,",Tribunale,CATANIA,12/2004,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,275,2009,30/06/2009
A-CT-178084,A-CT-32313-S,aziende,Sicilia,Catania,Catania,"VIA RAFFINERIA, 52/G,",Tribunale,CATANIA,12/2004,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,275,2009,30/06/2009
A-CT-178088,A-CT-32314-S,aziende,Sicilia,Catania,Catania,"VIA RAFFINERIA, 52/G2,",Tribunale,CATANIA,12/2004,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,4504,2013,04/03/2013
A-CT-208739,A-CT-20864-S,aziende,Sicilia,Catania,Tremestieri Etneo,"VIA ETNEA, 556,",Tribunale,CATANIA,406/2000,Prevenzione,Società a responsabilità limitata,"Agricoltura, caccia e silvicoltura",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44711,2015,26/11/2015
A-CT-208742,A-CT-20865-S,aziende,Sicilia,Catania,Belpasso,"S.P. PIANO TAVOLA,",Tribunale,CATANIA,406/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,6,1989,24/11/1989
A-CT-208759,A-CT-20866-S,aziende,Sicilia,Catania,Tremestieri Etneo,"VIA ETNEA, 556,",Tribunale,CATANIA,406/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,338,2009,29/07/2009
A-CT-208782,A-CT-20868-S,aziende,Sicilia,Catania,Trecastagni,"VIA UGO LA MALFA,N. 1,",Tribunale,CATANIA,406/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,339,2009,29/07/2009
A-CT-208787,A-CT-20869-S,aziende,Sicilia,Catania,Belpasso,"VIA MONGIBELLO , N. 107 - PIANO TAVOLA,",Tribunale,CATANIA,406/2000,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44708,2015,26/11/2015
A-CT-231973,A-CT-18476-S,aziende,Sicilia,Catania,Caltagirone,"CONTRADA RENELLE SN CAP 95041,",Tribunale,CATANIA,49/2008,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,28545,2013,19/11/2013
A-CT-247937,A-CT-22357-S,aziende,Sicilia,Catania,Catania,"VIA PLEBISCITO 222,",Procura della Repubblica,CATANIA,8218/2003,Penale,Impresa individuale,Alberghi e ristoranti,Vendita,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,18425,2013,01/08/2013
A-CT-254395,,aziende,Sicilia,Catania,Trecastagni,"CORSO ITALIA 85,",Tribunale,CATANIA,2/2004,,Società a responsabilità limitata,Costruzioni,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,3125,2013,13/02/2013
A-CT-256260,A-CT-38088-S,aziende,Sicilia,Catania,Catania,VIA PLEBISCITO 305/308,Corte di Appello,Catania,18/2009,Penale,Impresa individuale,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44293,2019,22/10/2019
A-CT-256263,A-CT-38089-S,aziende,Sicilia,Catania,Catania,"VIA SARDO 25,",Corte d'Appello,CATANIA,18/2009,Penale,Società in accomandita semplice,Alberghi e ristoranti,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,15695,2013,04/07/2013
A-CT-258353,A-CT-22952-S,aziende,Sicilia,Catania,Catania,"VIA TRANSITO,51,",Tribunale,CATANIA,316/1996,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,16863,2013,16/07/2013
A-CT-285473,A-CT-24832-S,aziende,Sicilia,Catania,Paternò,VIA PRESIDENTE GRONCHI 7,Tribunale,Catania,152/2011,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,27736,2013,13/11/2013
A-CT-296989,A-CT-21298-S,aziende,Sicilia,Catania,Vizzini,SALITA SAN NICOLO' N. 19,Tribunale,Siracusa,59/2007,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,15803,2019,05/04/2019
A-CT-299770,A-CT-22386-S,aziende,Sicilia,Catania,Fiumefreddo di Sicilia,VIA PRINCIPE DI PIEMONTE,Tribunale,Catania,38/2007,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,25471,2018,05/06/2018
A-CT-315067,A-CT-22196-S,aziende,Sicilia,Catania,Misterbianco,"STRADA CARDILLO, SN",Tribunale,CATANIA,221/2010,Prevenzione,Società a responsabilità limitata,,Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,47589,2015,02/12/2015
A-CT-317046,A-CT-8309-S,aziende,Sicilia,Catania,Militello in Val di Catania,"VIA CAVOUR , 80",Tribunale,CATANIA,183/2008,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,21162,2016,12/05/2016
A-CT-317047,A-CT-8310-S,aziende,Sicilia,Catania,Militello in Val di Catania,"VIA ALCIDE DE GASPERI, 59",Tribunale,CATANIA,183/2008,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,21162,2016,12/05/2016
A-CT-317048,A-CT-8311-S,aziende,Sicilia,Catania,Militello in Val di Catania,"VIA CAVOUR , 80",Tribunale,CATANIA,183/2008,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,21162,2016,12/05/2016
A-CT-317049,A-CT-8312-S,aziende,Sicilia,Catania,Militello in Val di Catania,"VIA CAVOUR , 141",Tribunale,CATANIA,183/2008,Prevenzione,Associazione,"Agricoltura, caccia e silvicoltura",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,21162,2016,12/05/2016
A-CT-317050,A-CT-8313-S,aziende,Sicilia,Catania,Militello in Val di Catania,"VIALE DELLE RIMEMBRANZE , 2",Tribunale,CATANIA,183/2008,Prevenzione,Società semplice,"Agricoltura, caccia e silvicoltura",Liquidazione,,,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,21162,2016,12/05/2016
A-CT-317506,A-CT-8524-S,aziende,Sicilia,Catania,Militello in Val di Catania,VIA DELLE RIMEMBRANZE,Tribunale,Catania,183/2008,Prevenzione,Società a responsabilità limitata,"Produzione e distribuzione di energia elettrica, gas e acqua",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,27574,2014,12/09/2014
A-CT-317507,A-CT-8525-S,aziende,Sicilia,Catania,Militello in Val di Catania,VIA DELLE RIMEMBRANZE,Tribunale,Catania,183/2008,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,27568,2014,12/09/2014
A-CT-320997,A-CT-37701-S,aziende,Sicilia,Catania,Castel di Iudica,VIA INGRASSIA,Tribunale,Catania,177/2012,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,42964,2019,14/10/2019
A-CT-321114,A-CT-36371-S,aziende,Sicilia,Catania,Catania,VIA ZOCCOLANTI 5,Tribunale,Caltanissetta,45/2011,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,29092,2020,16/07/2020
A-CT-321121,A-CT-36377-S,aziende,Sicilia,Catania,Castiglione di Sicilia,VIA ZOCCOLANTI 5,Tribunale,Caltanissetta,45/2011,Prevenzione,Consorzio,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,321121,2020,16/07/2020
A-CT-321201,A-CT-36691-S,aziende,Sicilia,Catania,Palagonia,CONTRADA VANGHELLA S.N.,Tribunale,Catania,53/2011,Prevenzione,Impresa individuale,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,45071,2019,25/10/2019
A-CT-321256,A-CT-37868-S,aziende,Sicilia,Catania,Scordia,"CONTRADA CASTAGNA, 4",Tribunale,Catania,174/2014,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,31122,2019,11/07/2019
A-CT-321257,A-CT-37869-S,aziende,Sicilia,Catania,Scordia,VIA NUCLEO CASTAGNA 4,Tribunale,Catania,174/2014,Prevenzione,Impresa individuale,"Agricoltura, caccia e silvicoltura",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,31121,2019,11/07/2019
A-CT-321592,A-CT-39980-S,aziende,Sicilia,Catania,Palagonia,CONTRADA VANCHELLA,Tribunale,Catania,272/2009,Prevenzione,Società a responsabilità limitata,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,45074,2019,25/10/2019
A-CT-321593,A-CT-39981-S,aziende,Sicilia,Catania,Palagonia,VIA VITTORIO EMANUELE,Tribunale,Catania,272/2009,Prevenzione,Impresa individuale,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,1,2019,11/07/2019
A-CT-324801,A-CT-56307-S,aziende,Sicilia,Catania,Aci Catena,VIA POZZO N. 43,Tribunale,Messina,148/2009,Prevenzione,Società in nome collettivo,Costruzioni,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41309,2019,03/10/2019
A-CT-324877,A-CT-60207-S,aziende,Sicilia,Catania,Acireale,VIA PORCELLANA 9,Tribunale,Catania,121/2015,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41316,2019,03/10/2019
A-CT-324878,A-CT-60208-S,aziende,Sicilia,Catania,Acireale,VIA GUICCIARDINI 1/A-1/B,Tribunale,Catania,121/2015,Prevenzione,Impresa individuale,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,37333,2019,04/09/2019
A-CT-326518,A-CT-57693-S,aziende,Sicilia,Catania,Motta Sant'Anastasia,VIA AGRIGENTO 4,Tribunale,Catania,90/2012,Prevenzione,Società a responsabilità limitata,"Attività immobiliari, noleggio, informatica, ricerca, servizi alle imprese",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,37331,2019,04/09/2019
A-CT-327997,A-CT-55866-S,aziende,Sicilia,Catania,Santa Venerina,VIA RONDINELLA 15,Tribunale,Catania,144/2010,Prevenzione,Società cooperativa,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,25486,2018,05/06/2018
A-CT-328083,A-CT-63296-S,aziende,Sicilia,Catania,Catania,VIA ORTO LIMONI 40,Tribunale,Catania,30/2014,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44292,2019,22/10/2019
A-CT-328084,A-CT-63297-S,aziende,Sicilia,Catania,Catania,VIA OLIVETO SCAMMACCA 29,Tribunale,Catania,30/2014,Prevenzione,Società a responsabilità limitata,"Altri servizi pubblici, sociali e personali",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,44290,2019,22/10/2019
A-CT-328092,A-CT-60715-S,aziende,Sicilia,Catania,Catania,VIA UMBERTO 303,Tribunale,Catania,32/2014,Prevenzione,Società a responsabilità limitata,"Commercio ingrosso-dettaglio, riparazione veicoli, beni personali, casa",Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,41307,2019,03/10/2019
A-CT-330258,A-CT-54555-S,aziende,Sicilia,Catania,Catania,"Via S. Salomone Marino, 156",Tribunale,Siracusa,134/2005,Prevenzione,Società in accomandita semplice,Alberghi e ristoranti,Liquidazione,Nessuno,Nessuna,BENE NON SOGGETTO A VERIFICA EX ART. 48 C.A.,37328,2019,04/09/2019
